"query_name","source","term_id","term_name","p_value","term_size","query_size","intersection_size","precision","recall","intersection"
"All_85","GO:CC","GO:0009705","plant-type vacuole membrane",0.864698619777893,7,85,1,0.0117647058823529,0.142857142857143,"AT5G13930"
"All_85","GO:BP","GO:0009651","response to salt stress",0.879852719311001,44,85,2,0.0235294117647059,0.0454545454545455,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0071482","cellular response to light stimulus",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT2G42540"
"All_85","GO:BP","GO:0031347","regulation of defense response",0.879852719311001,19,85,1,0.0117647058823529,0.0526315789473684,"AT1G70260"
"All_85","GO:BP","GO:0048609","multicellular organismal reproductive process",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT2G41850"
"All_85","GO:BP","GO:0006810","transport",0.879852719311001,141,85,6,0.0705882352941176,0.0425531914893617,"AT5G56080,AT1G08090,AT1G70260,AT4G19690,AT5G13930,AT2G30766"
"All_85","GO:BP","GO:0048511","rhythmic process",0.879852719311001,18,85,1,0.0117647058823529,0.0555555555555556,"AT2G42540"
"All_85","GO:BP","GO:0006996","organelle organization",0.879852719311001,44,85,2,0.0235294117647059,0.0454545454545455,"AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0042592","homeostatic process",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT3G56970"
"All_85","GO:BP","GO:0019538","protein metabolic process",0.879852719311001,116,85,5,0.0588235294117647,0.0431034482758621,"AT4G10510,AT3G49970,AT1G29090,AT5G50580,AT1G60190"
"All_85","GO:BP","GO:0009845","seed germination",0.879852719311001,19,85,1,0.0117647058823529,0.0526315789473684,"AT1G60190"
"All_85","GO:BP","GO:0009826","unidimensional cell growth",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT5G56080"
"All_85","GO:BP","GO:0042546","cell wall biogenesis",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT5G57540"
"All_85","GO:BP","GO:1901605","alpha-amino acid metabolic process",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT5G65800"
"All_85","GO:BP","GO:0071695","anatomical structure maturation",0.879852719311001,18,85,1,0.0117647058823529,0.0555555555555556,"AT5G65800"
"All_85","GO:BP","GO:0033993","response to lipid",0.879852719311001,115,85,5,0.0588235294117647,0.0434782608695652,"AT3G22060,AT2G38750,AT5G13930,AT1G54040,AT2G42540"
"All_85","GO:BP","GO:0090351","seedling development",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT1G60190"
"All_85","GO:BP","GO:0055086","nucleobase-containing small molecule metabolic process",0.879852719311001,19,85,1,0.0117647058823529,0.0526315789473684,"AT5G23220"
"All_85","GO:BP","GO:0071478","cellular response to radiation",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT2G42540"
"All_85","GO:BP","GO:0048438","floral whorl development",0.879852719311001,18,85,1,0.0117647058823529,0.0555555555555556,"AT2G41850"
"All_85","GO:BP","GO:0006811","monoatomic ion transport",0.879852719311001,44,85,2,0.0235294117647059,0.0454545454545455,"AT4G19690,AT2G30766"
"All_85","GO:BP","GO:0048527","lateral root development",0.879852719311001,20,85,1,0.0117647058823529,0.05,"AT1G08090"
"All_85","GO:BP","GO:0009719","response to endogenous stimulus",0.880277237770213,169,85,7,0.0823529411764706,0.0414201183431953,"AT3G22060,AT2G38750,AT5G13930,AT1G54040,AT2G42540,AT5G65800,AT1G13430"
"All_85","GO:BP","GO:0009725","response to hormone",0.880277237770213,169,85,7,0.0823529411764706,0.0414201183431953,"AT3G22060,AT2G38750,AT5G13930,AT1G54040,AT2G42540,AT5G65800,AT1G13430"
"All_85","GO:BP","GO:0051234","establishment of localization",0.880905175977055,145,85,6,0.0705882352941176,0.0413793103448276,"AT5G56080,AT1G08090,AT1G70260,AT4G19690,AT5G13930,AT2G30766"
"All_85","GO:BP","GO:0048468","cell development",0.890310654038215,21,85,1,0.0117647058823529,0.0476190476190476,"AT5G56080"
"All_85","GO:BP","GO:0048528","post-embryonic root development",0.890310654038215,21,85,1,0.0117647058823529,0.0476190476190476,"AT1G08090"
"All_85","GO:MF","GO:0005509","calcium ion binding",0.891747742833448,23,85,1,0.0117647058823529,0.0434782608695652,"AT2G38750"
"All_85","GO:BP","GO:0009737","response to abscisic acid",0.89904710099423,73,85,3,0.0352941176470588,0.0410958904109589,"AT3G22060,AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0009644","response to high light intensity",0.906330640354788,22,85,1,0.0117647058823529,0.0454545454545455,"AT2G42540"
"All_85","GO:BP","GO:0097305","response to alcohol",0.906330640354788,74,85,3,0.0352941176470588,0.0405405405405405,"AT3G22060,AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0051707","response to other organism",0.918279101831508,151,85,6,0.0705882352941176,0.0397350993377483,"AT1G70260,AT3G05727,AT4G19690,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0043207","response to external biotic stimulus",0.918279101831508,151,85,6,0.0705882352941176,0.0397350993377483,"AT1G70260,AT3G05727,AT4G19690,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0044419","biological process involved in interspecies interaction between organisms",0.91966925832611,153,85,6,0.0705882352941176,0.0392156862745098,"AT1G70260,AT3G05727,AT4G19690,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0010038","response to metal ion",0.91966925832611,24,85,1,0.0117647058823529,0.0416666666666667,"AT5G56080"
"All_85","GO:BP","GO:0010817","regulation of hormone levels",0.91966925832611,23,85,1,0.0117647058823529,0.0434782608695652,"AT5G13930"
"All_85","GO:BP","GO:0009699","phenylpropanoid biosynthetic process",0.91966925832611,24,85,1,0.0117647058823529,0.0416666666666667,"AT4G11210"
"All_85","GO:BP","GO:0044042","glucan metabolic process",0.91966925832611,24,85,1,0.0117647058823529,0.0416666666666667,"AT5G57540"
"All_85","GO:BP","GO:0046394","carboxylic acid biosynthetic process",0.91966925832611,51,85,2,0.0235294117647059,0.0392156862745098,"AT5G56080,AT5G65800"
"All_85","GO:BP","GO:0016053","organic acid biosynthetic process",0.91966925832611,51,85,2,0.0235294117647059,0.0392156862745098,"AT5G56080,AT5G65800"
"All_85","GO:BP","GO:1901135","carbohydrate derivative metabolic process",0.91966925832611,51,85,2,0.0235294117647059,0.0392156862745098,"AT1G25145,AT1G54040"
"All_85","GO:CC","GO:0098791","Golgi apparatus subcompartment",0.922242297262719,8,85,1,0.0117647058823529,0.125,"AT4G19690"
"All_85","GO:BP","GO:0009657","plastid organization",0.924817789429596,25,85,1,0.0117647058823529,0.04,"AT2G42540"
"All_85","GO:BP","GO:0048437","floral organ development",0.924817789429596,25,85,1,0.0117647058823529,0.04,"AT2G41850"
"All_85","GO:BP","GO:0060560","developmental growth involved in morphogenesis",0.924817789429596,25,85,1,0.0117647058823529,0.04,"AT5G56080"
"All_85","GO:BP","GO:0090696","post-embryonic plant organ development",0.924817789429596,25,85,1,0.0117647058823529,0.04,"AT1G08090"
"All_85","GO:BP","GO:0098655","monoatomic cation transmembrane transport",0.924817789429596,25,85,1,0.0117647058823529,0.04,"AT4G19690"
"All_85","GO:BP","GO:1901137","carbohydrate derivative biosynthetic process",0.941683933921467,26,85,1,0.0117647058823529,0.0384615384615385,"AT1G25145"
"All_85","GO:BP","GO:0009607","response to biotic stimulus",0.949777740257682,160,85,6,0.0705882352941176,0.0375,"AT1G70260,AT3G05727,AT4G19690,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0019760","glucosinolate metabolic process",0.951072059477004,27,85,1,0.0117647058823529,0.037037037037037,"AT1G54040"
"All_85","GO:BP","GO:0080134","regulation of response to stress",0.951072059477004,27,85,1,0.0117647058823529,0.037037037037037,"AT1G70260"
"All_85","GO:CC","GO:0031984","organelle subcompartment",0.956553313208524,27,85,2,0.0235294117647059,0.0740740740740741,"AT4G19690,AT1G51270"
"All_85","GO:BP","GO:0019752","carboxylic acid metabolic process",0.962296326726221,84,85,3,0.0352941176470588,0.0357142857142857,"AT5G56080,AT3G21720,AT5G65800"
"All_85","GO:BP","GO:0006970","response to osmotic stress",0.964041965904373,57,85,2,0.0235294117647059,0.0350877192982456,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0055085","transmembrane transport",0.966333200129543,85,85,3,0.0352941176470588,0.0352941176470588,"AT1G08090,AT1G70260,AT4G19690"
"All_85","GO:MF","GO:0008270","zinc ion binding",0.96657690442068,27,85,1,0.0117647058823529,0.037037037037037,"AT3G52720"
"All_85","GO:BP","GO:0048367","shoot system development",0.967168165220018,87,85,3,0.0352941176470588,0.0344827586206897,"AT2G41850,AT1G54040,AT2G42540"
"All_85","GO:BP","GO:0044283","small molecule biosynthetic process",0.967168165220018,59,85,2,0.0235294117647059,0.0338983050847458,"AT5G56080,AT5G65800"
"All_85","GO:BP","GO:0044550","secondary metabolite biosynthetic process",0.967168165220018,29,85,1,0.0117647058823529,0.0344827586206897,"AT4G11210"
"All_85","GO:BP","GO:0009605","response to external stimulus",0.967168165220018,167,85,6,0.0705882352941176,0.0359281437125748,"AT1G70260,AT3G05727,AT4G19690,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0070887","cellular response to chemical stimulus",0.967168165220018,167,85,6,0.0705882352941176,0.0359281437125748,"AT4G10250,AT2G14247,AT4G30170,AT1G07400,AT1G54050,AT3G46230"
"All_85","GO:BP","GO:0000902","cell morphogenesis",0.967168165220018,29,85,1,0.0117647058823529,0.0344827586206897,"AT5G56080"
"All_85","GO:BP","GO:0016049","cell growth",0.967168165220018,30,85,1,0.0117647058823529,0.0333333333333333,"AT5G56080"
"All_85","GO:BP","GO:0034220","monoatomic ion transmembrane transport",0.967168165220018,30,85,1,0.0117647058823529,0.0333333333333333,"AT4G19690"
"All_85","GO:BP","GO:0042744","hydrogen peroxide catabolic process",0.979347700748103,31,85,1,0.0117647058823529,0.032258064516129,"AT4G30170"
"All_85","GO:BP","GO:0003006","developmental process involved in reproduction",0.982749307658112,90,85,3,0.0352941176470588,0.0333333333333333,"AT5G56080,AT2G41850,AT5G65800"
"All_85","GO:MF","GO:0020037","heme binding",0.983579933733168,88,85,3,0.0352941176470588,0.0340909090909091,"AT4G30170,AT4G22690,AT3G26280"
"All_85","GO:MF","GO:0140825","lactoperoxidase activity",0.983579933733168,30,85,1,0.0117647058823529,0.0333333333333333,"AT4G30170"
"All_85","GO:MF","GO:0005215","transporter activity",0.983579933733168,90,85,3,0.0352941176470588,0.0333333333333333,"AT1G08090,AT1G70260,AT4G19690"
"All_85","GO:MF","GO:0005506","iron ion binding",0.983579933733168,61,85,2,0.0235294117647059,0.0327868852459016,"AT4G22690,AT3G26280"
"All_85","GO:MF","GO:0030234","enzyme regulator activity",0.983579933733168,30,85,1,0.0117647058823529,0.0333333333333333,"AT1G54040"
"All_85","GO:MF","GO:0008324","monoatomic cation transmembrane transporter activity",0.983579933733168,29,85,1,0.0117647058823529,0.0344827586206897,"AT4G19690"
"All_85","GO:MF","GO:0022857","transmembrane transporter activity",0.983579933733168,89,85,3,0.0352941176470588,0.0337078651685393,"AT1G08090,AT1G70260,AT4G19690"
"All_85","GO:MF","GO:0042802","identical protein binding",0.983637288986632,32,85,1,0.0117647058823529,0.03125,"AT1G54040"
"All_85","GO:MF","GO:0004497","monooxygenase activity",0.984263966345844,64,85,2,0.0235294117647059,0.03125,"AT4G22690,AT3G26280"
"All_85","GO:MF","GO:0015075","monoatomic ion transmembrane transporter activity",0.984263966345844,33,85,1,0.0117647058823529,0.0303030303030303,"AT4G19690"
"All_85","GO:BP","GO:0021700","developmental maturation",0.987580039062737,32,85,1,0.0117647058823529,0.03125,"AT5G65800"
"All_85","GO:BP","GO:0104004","cellular response to environmental stimulus",0.99127439345657,33,85,1,0.0117647058823529,0.0303030303030303,"AT2G42540"
"All_85","GO:BP","GO:0042743","hydrogen peroxide metabolic process",0.99127439345657,33,85,1,0.0117647058823529,0.0303030303030303,"AT4G30170"
"All_85","GO:BP","GO:0009636","response to toxic substance",0.99127439345657,64,85,2,0.0235294117647059,0.03125,"AT4G30170,AT3G29670"
"All_85","GO:BP","GO:0071214","cellular response to abiotic stimulus",0.99127439345657,33,85,1,0.0117647058823529,0.0303030303030303,"AT2G42540"
"All_85","GO:BP","GO:0022414","reproductive process",0.992371137155828,94,85,3,0.0352941176470588,0.0319148936170213,"AT5G56080,AT2G41850,AT5G65800"
"All_85","GO:BP","GO:0009414","response to water deprivation",0.992371137155828,65,85,2,0.0235294117647059,0.0307692307692308,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0009639","response to red or far red light",0.992371137155828,34,85,1,0.0117647058823529,0.0294117647058824,"AT2G42540"
"All_85","GO:BP","GO:0006952","defense response",0.994436476646377,177,85,6,0.0705882352941176,0.0338983050847458,"AT1G70260,AT3G05727,AT4G09420,AT1G54040,AT2G26010,AT4G11650"
"All_85","GO:BP","GO:0009733","response to auxin",0.996171815288534,42,85,1,0.0117647058823529,0.0238095238095238,"AT5G13930"
"All_85","GO:BP","GO:0009642","response to light intensity",0.996171815288534,36,85,1,0.0117647058823529,0.0277777777777778,"AT2G42540"
"All_85","GO:BP","GO:0043933","protein-containing complex organization",0.996171815288534,72,85,1,0.0117647058823529,0.0138888888888889,"AT2G42540"
"All_85","GO:BP","GO:0044238","primary metabolic process",0.996171815288534,561,85,19,0.223529411764706,0.0338680926916221,"AT5G56080,AT4G10510,AT3G56970,AT3G21370,AT3G49970,AT1G29090,AT2G41850,AT1G77950,AT5G57540,AT1G25145,AT5G50580,AT3G22830,AT3G01260,AT5G13930,AT3G21720,AT1G60190,AT5G23220,AT3G44326,AT5G65800"
"All_85","GO:BP","GO:0044085","cellular component biogenesis",0.996171815288534,102,85,2,0.0235294117647059,0.0196078431372549,"AT5G57540,AT2G42540"
"All_85","GO:BP","GO:0009058","biosynthetic process",0.996171815288534,426,85,14,0.164705882352941,0.0328638497652582,"AT5G56080,AT3G56970,AT4G11210,AT1G77950,AT1G25145,AT2G02990,AT3G22830,AT3G57020,AT5G13930,AT1G54040,AT2G36790,AT5G23220,AT3G51240,AT5G65800"
"All_85","GO:BP","GO:0009056","catabolic process",0.996171815288534,116,85,2,0.0235294117647059,0.0172413793103448,"AT4G30170,AT1G54040"
"All_85","GO:BP","GO:0009698","phenylpropanoid metabolic process",0.996171815288534,35,85,1,0.0117647058823529,0.0285714285714286,"AT4G11210"
"All_85","GO:BP","GO:0009416","response to light stimulus",0.996171815288534,106,85,3,0.0352941176470588,0.0283018867924528,"AT5G13930,AT3G51240,AT2G42540"
"All_85","GO:BP","GO:0009409","response to cold",0.996171815288534,72,85,2,0.0235294117647059,0.0277777777777778,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0009415","response to water",0.996171815288534,69,85,2,0.0235294117647059,0.0289855072463768,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0009908","flower development",0.996171815288534,42,85,1,0.0117647058823529,0.0238095238095238,"AT2G41850"
"All_85","GO:BP","GO:0009888","tissue development",0.996171815288534,62,85,1,0.0117647058823529,0.0161290322580645,"AT5G65800"
"All_85","GO:BP","GO:0010468","regulation of gene expression",0.996171815288534,152,85,3,0.0352941176470588,0.0197368421052632,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0010556","regulation of macromolecule biosynthetic process",0.996171815288534,154,85,3,0.0352941176470588,0.0194805194805195,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0009889","regulation of biosynthetic process",0.996171815288534,169,85,4,0.0470588235294118,0.0236686390532544,"AT3G56970,AT1G77950,AT3G22830,AT5G13930"
"All_85","GO:BP","GO:0040007","growth",0.996171815288534,48,85,1,0.0117647058823529,0.0208333333333333,"AT5G56080"
"All_85","GO:BP","GO:0019219","regulation of nucleobase-containing compound metabolic process",0.996171815288534,143,85,3,0.0352941176470588,0.020979020979021,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0016043","cellular component organization",0.996171815288534,189,85,6,0.0705882352941176,0.0317460317460317,"AT1G26240,AT2G41850,AT5G57540,AT4G13390,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0010154","fruit development",0.996171815288534,40,85,1,0.0117647058823529,0.025,"AT5G65800"
"All_85","GO:BP","GO:0009987","cellular process",0.996171815288534,1088,85,43,0.505882352941176,0.0395220588235294,"AT4G10250,AT2G14247,AT4G30170,AT5G56080,AT1G26240,AT4G10510,AT3G56970,AT3G21370,AT1G07400,AT1G08090,AT1G70260,AT3G49970,AT1G29090,AT2G41850,AT4G11210,AT1G77950,AT1G54050,AT5G57540,AT5G48570,AT3G05727,AT4G09420,AT1G25145,AT2G02990,AT5G50580,AT3G46230,AT3G22830,AT3G57020,AT4G19690,AT3G01260,AT5G13930,AT1G54040,AT2G26010,AT3G21720,AT1G60190,AT4G27560,AT2G36790,AT5G23220,AT4G13390,AT3G51240,AT3G44326,AT1G51270,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0060255","regulation of macromolecule metabolic process",0.996171815288534,159,85,3,0.0352941176470588,0.0188679245283019,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0051252","regulation of RNA metabolic process",0.996171815288534,143,85,3,0.0352941176470588,0.020979020979021,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0065003","protein-containing complex assembly",0.996171815288534,70,85,1,0.0117647058823529,0.0142857142857143,"AT2G42540"
"All_85","GO:BP","GO:0061458","reproductive system development",0.996171815288534,84,85,2,0.0235294117647059,0.0238095238095238,"AT2G41850,AT5G65800"
"All_85","GO:BP","GO:0065007","biological regulation",0.996171815288534,355,85,11,0.129411764705882,0.0309859154929577,"AT3G56970,AT1G70260,AT1G77950,AT4G09420,AT3G22830,AT5G13930,AT1G60190,AT3G44326,AT1G51270,AT2G42540,AT2G30766"
"All_85","GO:BP","GO:0050789","regulation of biological process",0.996171815288534,345,85,11,0.129411764705882,0.0318840579710145,"AT3G56970,AT1G70260,AT1G77950,AT4G09420,AT3G22830,AT5G13930,AT1G60190,AT3G44326,AT1G51270,AT2G42540,AT2G30766"
"All_85","GO:BP","GO:0048869","cellular developmental process",0.996171815288534,64,85,1,0.0117647058823529,0.015625,"AT5G56080"
"All_85","GO:BP","GO:0050794","regulation of cellular process",0.996171815288534,310,85,8,0.0941176470588235,0.0258064516129032,"AT3G56970,AT1G77950,AT4G09420,AT3G22830,AT5G13930,AT3G44326,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0001101","response to acid chemical",0.996171815288534,70,85,2,0.0235294117647059,0.0285714285714286,"AT2G38750,AT2G42540"
"All_85","GO:BP","GO:0048518","positive regulation of biological process",0.996171815288534,77,85,1,0.0117647058823529,0.012987012987013,"AT2G30766"
"All_85","GO:BP","GO:0006793","phosphorus metabolic process",0.996171815288534,73,85,2,0.0235294117647059,0.0273972602739726,"AT1G25145,AT5G23220"
"All_85","GO:BP","GO:0006790","sulfur compound metabolic process",0.996171815288534,38,85,1,0.0117647058823529,0.0263157894736842,"AT1G54040"
"All_85","GO:BP","GO:0006629","lipid metabolic process",0.996171815288534,115,85,2,0.0235294117647059,0.0173913043478261,"AT1G25145,AT3G44326"
"All_85","GO:BP","GO:0006796","phosphate-containing compound metabolic process",0.996171815288534,73,85,2,0.0235294117647059,0.0273972602739726,"AT1G25145,AT5G23220"
"All_85","GO:BP","GO:0048583","regulation of response to stimulus",0.996171815288534,45,85,1,0.0117647058823529,0.0222222222222222,"AT1G70260"
"All_85","GO:BP","GO:0048580","regulation of post-embryonic development",0.996171815288534,39,85,1,0.0117647058823529,0.0256410256410256,"AT1G60190"
"All_85","GO:BP","GO:0048856","anatomical structure development",0.996171815288534,242,85,7,0.0823529411764706,0.0289256198347107,"AT5G56080,AT1G08090,AT2G41850,AT1G54040,AT1G60190,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0006351","DNA-templated transcription",0.996171815288534,146,85,3,0.0352941176470588,0.0205479452054795,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0005976","polysaccharide metabolic process",0.996171815288534,41,85,1,0.0117647058823529,0.024390243902439,"AT5G57540"
"All_85","GO:BP","GO:0006091","generation of precursor metabolites and energy",0.996171815288534,80,85,1,0.0117647058823529,0.0125,"AT3G21720"
"All_85","GO:BP","GO:0050793","regulation of developmental process",0.996171815288534,73,85,1,0.0117647058823529,0.0136986301369863,"AT1G60190"
"All_85","GO:BP","GO:0006355","regulation of DNA-templated transcription",0.996171815288534,141,85,3,0.0352941176470588,0.0212765957446809,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:0048519","negative regulation of biological process",0.996171815288534,53,85,1,0.0117647058823529,0.0188679245283019,"AT1G70260"
"All_85","GO:BP","GO:0007154","cell communication",0.996171815288534,142,85,3,0.0352941176470588,0.0211267605633803,"AT4G09420,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0051239","regulation of multicellular organismal process",0.996171815288534,44,85,1,0.0117647058823529,0.0227272727272727,"AT1G60190"
"All_85","GO:BP","GO:0048731","system development",0.996171815288534,186,85,5,0.0588235294117647,0.0268817204301075,"AT1G08090,AT2G41850,AT1G54040,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0048589","developmental growth",0.996171815288534,42,85,1,0.0117647058823529,0.0238095238095238,"AT5G56080"
"All_85","GO:BP","GO:0048608","reproductive structure development",0.996171815288534,84,85,2,0.0235294117647059,0.0238095238095238,"AT2G41850,AT5G65800"
"All_85","GO:BP","GO:0019748","secondary metabolic process",0.996171815288534,52,85,1,0.0117647058823529,0.0192307692307692,"AT4G11210"
"All_85","GO:BP","GO:0019222","regulation of metabolic process",0.996171815288534,190,85,5,0.0588235294117647,0.0263157894736842,"AT3G56970,AT1G77950,AT3G22830,AT5G13930,AT3G44326"
"All_85","GO:BP","GO:0032787","monocarboxylic acid metabolic process",0.996171815288534,49,85,1,0.0117647058823529,0.0204081632653061,"AT3G21720"
"All_85","GO:BP","GO:0032502","developmental process",0.996171815288534,250,85,7,0.0823529411764706,0.028,"AT5G56080,AT1G08090,AT2G41850,AT1G54040,AT1G60190,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0007275","multicellular organism development",0.996171815288534,218,85,7,0.0823529411764706,0.0321100917431193,"AT5G56080,AT1G08090,AT2G41850,AT1G54040,AT1G60190,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0008150","biological_process",0.996171815288534,1455,85,58,0.682352941176471,0.0398625429553265,"AT4G10250,AT2G14247,AT4G30170,AT5G56080,AT1G26240,AT4G10510,AT3G56970,AT3G21370,AT1G07400,AT1G08090,AT1G70260,AT1G52560,AT3G49970,AT1G29090,AT2G29500,AT3G22060,AT2G41850,AT1G24575,AT4G11210,AT1G77950,AT1G54050,AT5G57540,AT5G48570,AT3G05727,AT4G22517,AT1G64370,AT4G09420,AT5G59720,AT4G22460,AT1G25145,AT2G02990,AT2G38750,AT5G50580,AT3G46230,AT4G22520,AT3G22830,AT3G57020,AT4G19690,AT3G01260,AT5G13930,AT1G54040,AT1G80130,AT2G26010,AT3G21720,AT1G60190,AT4G11650,AT4G27560,AT2G36790,AT5G23220,AT4G13390,AT3G51240,AT3G44326,AT1G51270,AT2G42540,AT2G30766,AT3G29670,AT5G65800,AT1G13430"
"All_85","GO:BP","GO:0008610","lipid biosynthetic process",0.996171815288534,66,85,1,0.0117647058823529,0.0151515151515152,"AT1G25145"
"All_85","GO:BP","GO:0098754","detoxification",0.996171815288534,59,85,1,0.0117647058823529,0.0169491525423729,"AT4G30170"
"All_85","GO:BP","GO:0099402","plant organ development",0.996171815288534,128,85,4,0.0470588235294118,0.03125,"AT1G08090,AT2G41850,AT1G54040,AT2G42540"
"All_85","GO:BP","GO:2000026","regulation of multicellular organismal development",0.996171815288534,39,85,1,0.0117647058823529,0.0256410256410256,"AT1G60190"
"All_85","GO:BP","GO:1990748","cellular detoxification",0.996171815288534,46,85,1,0.0117647058823529,0.0217391304347826,"AT4G30170"
"All_85","GO:BP","GO:2001141","regulation of RNA biosynthetic process",0.996171815288534,141,85,3,0.0352941176470588,0.0212765957446809,"AT3G56970,AT1G77950,AT3G22830"
"All_85","GO:BP","GO:1901700","response to oxygen-containing compound",0.996171815288534,192,85,6,0.0705882352941176,0.03125,"AT1G08090,AT3G22060,AT2G38750,AT5G13930,AT1G54040,AT2G42540"
"All_85","GO:BP","GO:0072593","reactive oxygen species metabolic process",0.996171815288534,42,85,1,0.0117647058823529,0.0238095238095238,"AT4G30170"
"All_85","GO:BP","GO:0071840","cellular component organization or biogenesis",0.996171815288534,196,85,6,0.0705882352941176,0.0306122448979592,"AT1G26240,AT2G41850,AT5G57540,AT4G13390,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0080090","regulation of primary metabolic process",0.996171815288534,163,85,5,0.0588235294117647,0.0306748466257669,"AT3G56970,AT1G77950,AT3G22830,AT5G13930,AT3G44326"
"All_85","GO:BP","GO:0090567","reproductive shoot system development",0.996171815288534,43,85,1,0.0117647058823529,0.0232558139534884,"AT2G41850"
"All_85","GO:BP","GO:0097237","cellular response to toxic substance",0.996171815288534,46,85,1,0.0117647058823529,0.0217391304347826,"AT4G30170"
"All_85","GO:BP","GO:0098869","cellular oxidant detoxification",0.996171815288534,44,85,1,0.0117647058823529,0.0227272727272727,"AT4G30170"
"All_85","GO:BP","GO:0009791","post-embryonic development",0.996171815288534,126,85,3,0.0352941176470588,0.0238095238095238,"AT1G08090,AT2G41850,AT1G60190"
"All_85","GO:BP","GO:0022622","root system development",0.996171815288534,66,85,1,0.0117647058823529,0.0151515151515152,"AT1G08090"
"All_85","GO:BP","GO:0023052","signaling",0.996171815288534,142,85,3,0.0352941176470588,0.0211267605633803,"AT4G09420,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0030154","cell differentiation",0.996171815288534,63,85,1,0.0117647058823529,0.0158730158730159,"AT5G56080"
"All_85","GO:BP","GO:0008152","metabolic process",0.996171815288534,788,85,28,0.329411764705882,0.0355329949238579,"AT4G30170,AT5G56080,AT4G10510,AT3G56970,AT3G21370,AT1G08090,AT3G49970,AT1G29090,AT2G41850,AT4G11210,AT1G77950,AT5G57540,AT1G25145,AT2G02990,AT5G50580,AT3G22830,AT3G57020,AT3G01260,AT5G13930,AT1G54040,AT3G21720,AT1G60190,AT4G27560,AT2G36790,AT5G23220,AT3G51240,AT3G44326,AT5G65800"
"All_85","GO:BP","GO:0007165","signal transduction",0.996171815288534,135,85,3,0.0352941176470588,0.0222222222222222,"AT4G09420,AT1G51270,AT2G42540"
"All_85","GO:BP","GO:0009314","response to radiation",0.996171815288534,106,85,3,0.0352941176470588,0.0283018867924528,"AT5G13930,AT3G51240,AT2G42540"
"All_85","GO:BP","GO:0048364","root development",0.996171815288534,66,85,1,0.0117647058823529,0.0151515151515152,"AT1G08090"
"All_85","GO:BP","GO:0032501","multicellular organismal process",0.996171815288534,222,85,7,0.0823529411764706,0.0315315315315315,"AT5G56080,AT1G08090,AT2G41850,AT1G54040,AT1G60190,AT2G42540,AT5G65800"
"All_85","GO:BP","GO:0022607","cellular component assembly",0.996171815288534,77,85,1,0.0117647058823529,0.012987012987013,"AT2G42540"
"All_85","GO:MF","GO:0046872","metal ion binding",0.997950558838065,310,85,8,0.0941176470588235,0.0258064516129032,"AT4G30170,AT4G22690,AT3G26280,AT3G52720,AT1G25145,AT2G38750,AT3G21720,AT3G51240"
"All_85","GO:MF","GO:0046914","transition metal ion binding",0.997950558838065,121,85,3,0.0352941176470588,0.0247933884297521,"AT4G22690,AT3G26280,AT3G52720"
"All_85","GO:MF","GO:0046906","tetrapyrrole binding",0.997950558838065,111,85,3,0.0352941176470588,0.027027027027027,"AT4G30170,AT4G22690,AT3G26280"
