"Interaction_name","total_comm","Signal"
"AT3G47470_AT4G02510",21.5640328780603,""
"AT5G54270_AT4G02510",21.4654420572422,""
"AT4G10340_AT4G02510",21.4638363579236,""
"AT5G01530_AT4G02510",20.4709599551775,""
"AT1G29930_AT2G16640",18.8679906279998,""
"AT2G29630_AT4G02510",18.5007946212574,""
"AT3G54890_AT2G16640",17.2101806264959,""
"AT1G54410_AT2G16640",17.1094662135481,""
"AT3G47470_AT2G16640",15.9583454089413,""
"AT4G10340_AT2G16640",15.751113712129,""
"AT1G20340_AT4G02510",15.7117927192653,""
"AT5G66190_AT4G02510",15.3372341749868,""
"AT3G61470_AT2G16640",15.0419141274675,""
"AT1G61520_AT2G16640",14.8103833148318,""
"AT5G01530_AT2G16640",13.9943184931484,""
"AT4G35450_AT4G02510",13.8852994829785,""
"AT1G55490_AT4G02510",13.5277063242517,""
"AT4G27440_AT2G16640",13.368985134999,""
"AT4G18710_AT4G02510",11.9627715727532,""
"AT5G54770_AT2G16640",11.1619784999914,""
"AT3G27690_AT2G16640",10.1522618724921,""
"AT1G20620_AT5G19450",10.0180310644331,"Ca2+"
"AT3G57870_AT4G02510",9.94459026120193,""
"AT4G18710_AT3G45780",9.71376878074455,""
"AT2G05100_AT2G16640",9.04924509621003,""
"AT4G25100_AT2G16640",8.95626729723204,""
"AT3G56240_AT4G02510",8.62078329794867,""
"AT3G16640_AT2G16640",8.53436971789562,""
"AT2G32950_AT5G58140",8.42271392637485,""
"AT3G45780_AT1G72390",8.37852988858891,""
"AT4G18710_AT5G58140",8.24588600376367,""
"AT1G30360_AT5G23060",7.11998134482034,""
"AT1G59870_AT3G51920",7.11383324767721,"Ca2+"
"AT4G30190_AT1G72300",7.07071956820101,""
"AT5G01600_AT2G16640",6.86552571332557,""
"AT3G54890_AT3G21630",6.48933560540364,"chitin"
"AT4G26540_AT4G39400",6.3389422364151,"BR"
"AT4G39400_AT4G26540",6.3389422364151,""
"AT1G02280_AT4G02510",6.10370384892779,""
"AT4G02510_AT1G02280",6.10370384892779,""
"AT1G30270_AT1G12110",6.08169058443453,"NO3-"
"AT4G18710_AT1G53430",5.9084034717576,""
"AT3G14350_AT4G39400",5.85850734094758,"BR"
"AT4G39400_AT3G14350",5.85850734094758,""
"AT4G25570_AT4G02510",5.78606769841793,""
"AT4G02510_AT5G05000",5.72111606660942,""
"AT5G05000_AT4G02510",5.72111606660942,""
"AT1G73660_AT4G08850",5.70782793576045,""
"AT1G09970_AT4G39400",5.67715838872293,"BR"
"AT4G39400_AT1G09970",5.67715838872293,""
"AT1G13440_AT2G01830",5.46490093917133,"CTK"
"AT1G20020_AT3G21630",5.42555875209624,"chitin"
"AT1G09970_AT1G53440",5.36095840070137,""
"AT1G53440_AT1G09970",5.36095840070137,""
"AT5G54270_AT3G21630",5.34941260941458,"chitin"
"AT4G26540_AT5G49760",5.17701234952228,""
"AT5G49760_AT4G26540",5.17701234952228,""
"AT3G63410_AT2G16640",5.05278714181792,""
"AT2G38540_AT3G51800",5.02566956442969,"Ca2+"
"AT4G30960_AT2G26650",5.01131815620071,"K+"
"AT1G59870_AT5G24270",5.00803344145668,"Ca2+"
"AT5G41260_AT4G39400",4.97919472896366,"BR"
"AT1G31812_AT5G49760",4.97907827484552,""
"AT1G02500_AT3G51550",4.96414326384184,""
"AT3G22170_AT1G09570",4.94367449281923,""
"AT3G01500_AT2G28960",4.88812835997444,""
"AT5G57110_AT5G46330",4.85264688647925,"flg22"
"AT3G19820_AT3G51800",4.75826760837352,"Ca2+"
"AT4G18710_AT4G39400",4.75665701342882,"BR"
"AT1G31420_AT1G53440",4.71981827416887,""
"AT1G53440_AT1G31420",4.71981827416887,""
"AT2G18960_AT4G35310",4.69101278095922,"Ca2+"
"AT5G56030_AT3G51920",4.68032964754124,"Ca2+"
"AT1G09570_AT4G08920",4.65938519476869,""
"AT4G08920_AT1G09570",4.65938519476869,""
"AT1G09970_AT5G49760",4.60401093126726,""
"AT5G49760_AT1G09970",4.60401093126726,""
"AT4G14880_AT2G16640",4.5779919899696,""
"AT4G18710_AT1G53440",4.48550020431581,""
"AT5G56030_AT3G51800",4.37356243740971,"Ca2+"
"AT1G53730_AT4G39400",4.35370059052215,"BR"
"AT4G39400_AT1G53730",4.35370059052215,""
"AT4G22200_AT1G12110",4.27188047352444,"NO3-"
"AT4G26090_AT3G45780",4.1525048836076,""
"AT5G01530_AT2G01950",4.07974744444477,""
"AT3G11410_AT4G17870",4.03195436833832,"ABA"
"AT5G08650_AT2G16640",4.02728558798801,""
"AT2G32950_AT1G09570",4.00595902629898,""
"AT4G30960_AT3G51920",3.98855410639417,"Ca2+"
"AT4G18710_AT3G51550",3.95574578407328,""
"AT4G01850_AT3G51550",3.88979253549688,""
"AT1G72770_AT4G17870",3.86229581414683,"ABA"
"AT4G18710_AT5G49760",3.82151446903367,""
"AT4G30190_AT2G01950",3.78836170396522,""
"AT1G17280_AT1G12110",3.78568749834181,"NO3-"
"AT1G31812_AT2G23980",3.76542928902492,"Ca2+"
"AT4G30960_AT3G51800",3.72578895202981,"Ca2+"
"AT2G32950_AT4G08920",3.67930331964023,""
"AT2G17290_AT1G12110",3.62842113699906,"NO3-"
"AT1G31812_AT1G53730",3.59190564370531,""
"AT4G30190_AT5G53890",3.53295485131778,""
"AT1G09970_AT5G46330",3.46731310261057,"flg22"
"AT5G46330_AT1G09970",3.46731310261057,""
"AT4G38460_AT4G02510",3.42324194682879,""
"AT1G53510_AT3G51920",3.37706555600751,"Ca2+"
"AT1G68400_AT4G08850",3.36782102971848,""
"AT4G08850_AT1G68400",3.36782102971848,""
"AT4G26090_AT5G58140",3.35319821112201,""
"AT1G72300_AT4G39400",3.31613631230737,"BR"
"AT4G39400_AT1G72300",3.31613631230737,""
"AT2G32950_AT1G04400",3.31424349943615,""
"AT2G13360_AT2G01950",3.30135680663053,""
"AT2G05070_AT2G01830",3.28845232058594,"CTK"
"AT2G26980_AT5G55990",3.26722048385972,"Ca2+"
"AT1G30270_AT2G26650",3.23975621140132,"K+"
"AT1G53430_AT5G16000",3.2002872306362,""
"AT5G16000_AT1G53430",3.2002872306362,""
"AT5G19150_AT5G58140",3.19606592843706,""
"AT1G60800_AT5G63930",3.19470145198201,""
"AT5G63930_AT1G60800",3.19470145198201,""
"AT2G26650_AT4G23180",3.17113126740802,""
"AT4G23180_AT2G26650",3.17113126740802,"K+"
"AT1G53510_AT3G51800",3.15503443649709,"Ca2+"
"AT4G30960_AT5G10530",3.1187737745413,""
"AT4G30190_AT3G13380",3.06159878737169,""
"AT4G21960_AT2G01950",3.04855382494382,""
"AT4G39400_AT5G10290",3.04053286538808,""
"AT5G10290_AT4G39400",3.04053286538808,"BR"
"AT3G51920_AT5G49760",3.00384744988491,""
"AT5G49760_AT3G51920",3.00384744988491,"Ca2+"
"AT5G41260_AT5G46330",3.00139388233402,"flg22"
"AT1G59870_AT3G56800",2.99297103015433,"Ca2+"
"AT3G44200_AT3G51800",2.98312164508443,"Ca2+"
"AT4G00710_AT1G53430",2.97389397726391,""
"AT4G28860_AT1G04400",2.91195527652866,""
"AT4G28880_AT1G04400",2.9061463851812,""
"AT1G72300_AT4G26540",2.82805807032585,""
"AT4G26540_AT1G72300",2.82805807032585,""
"AT5G49760_AT3G51800",2.80688637519784,"Ca2+"
"AT4G37870_AT3G51920",2.80609759631828,"Ca2+"
"AT2G46370_AT1G09570",2.75361427429005,""
"AT3G48890_AT4G02510",2.72171910688871,""
"AT5G41990_AT1G12110",2.7193292785745,"NO3-"
"AT5G02500_AT2G01950",2.71145786035778,""
"AT1G20090_AT3G51550",2.70483575190984,""
"AT1G31812_AT1G72300",2.70270436914717,""
"AT4G30960_AT5G24270",2.69215657614926,"Ca2+"
"AT4G00710_AT4G08850",2.6361085030419,""
"AT4G37870_AT3G51800",2.62239075982674,"Ca2+"
"AT1G53730_AT5G46330",2.61682708703268,"flg22"
"AT5G46330_AT1G53730",2.61682708703268,""
"AT1G26270_AT5G35750",2.59967643892264,"CTK"
"AT3G49670_AT4G08850",2.57724521015648,""
"AT4G08850_AT3G49670",2.57724521015648,""
"AT1G72300_AT3G14350",2.56687303927476,""
"AT3G14350_AT1G72300",2.56687303927476,""
"AT2G16640_AT3G16620",2.55268168058869,""
"AT3G16620_AT2G16640",2.55268168058869,""
