,CBL1,CBL9,CBL2,CIPK23,CIPK1,CIPK9,CML38,CML42,CML24,CaM7,CaM3,CDPK3,CDPK4,CAX3,NRT2.1,SOS1,ANNAT1,AKT1,AKT2,GORK,KAT1,KAT2,KC1,HSP22.0,TRAF-like
CBL1_Stele,1.0,-0.00031218263670297576,0.019104991749787067,-0.024765179013904123,0.0021458906125999076,0.0001175092667617901,-0.001588152408591374,-0.0010086848084626886,-0.003088625841660848,0.004331170226006832,-0.028187634636562375,0.008948628992879229,-0.01698181970970292,-0.006937190696499344,-0.006275672131117784,0.02381975731206304,0.009963554856654492,0.023356434304250835,-0.018570484697248604,0.015329177839594624,0.004829420075611078,-0.009379608998268103,0.014919799693686573,,-0.003927802734437045
CBL9_Stele,-0.00031218263670297576,1.0,0.009323576904353276,0.00043930122835096917,0.03255226791923394,-0.009055225103934014,0.013721321162797619,0.00046741233790343186,-0.011775059450174333,0.014455842556377621,7.152214572192754e-05,0.03665022626339025,0.004879842392505827,-0.0057599750836746745,-0.005932451569599717,0.0175508322608494,0.016012961999037553,0.0047980378990188435,0.0063116019312345825,-0.017561289786193517,0.027496283221232876,0.022346474682529226,-0.002243419967286007,,-0.008181499859088929
CBL2_Stele,0.019104991749787067,0.009323576904353276,1.0,-0.018928229295924585,0.00011986930243266687,0.021733864996840956,-0.00535302842489143,-0.012428993561370344,0.002970692603781504,0.0031117842767791983,0.001961823866647074,-0.00489706457569571,0.0274892247770232,-0.014213866814965607,-0.006326976114318182,-0.008867345709272995,0.002734727497426492,5.8209785056492346e-05,-0.01465600923391413,-0.0016562037428803928,0.0019235062314810493,0.025030934705801873,2.1028492344151792e-05,,0.004386343247764778
CIPK23_Stele,-0.024765179013904123,0.00043930122835096917,-0.018928229295924585,1.0,0.03073138747290937,0.013609245169308589,-0.007829565568895826,-0.026291067171275793,0.023398172456209003,0.007798527672114915,-0.013747632721914274,0.026521810249190116,0.0009802941701431602,-0.008031778061624598,-0.0156196054102439,-0.010578671571745408,0.021242902269677903,0.02251373919768437,0.0053973596472883315,-0.002325338200745274,-0.0031058372939488047,-0.02405718684536994,0.03354625903187501,,0.014215548216354155
CIPK1_Stele,0.0021458906125999076,0.03255226791923394,0.00011986930243266687,0.03073138747290937,1.0,0.05055376148877759,-0.0005959717734193283,-0.019964415090035773,0.037889012061318214,-0.007158532767621761,-0.001821137119927307,-0.008272162622232897,-0.009123247362313541,-0.002268558519676773,-0.00877882314932853,-0.004470112291426008,0.022739851524011593,0.018308461844469624,0.001276940347315551,0.018203646508055085,0.005672476459050977,0.008040529932466562,0.04791249450729803,,-0.007742870233522342
CIPK9_Stele,0.0001175092667617901,-0.009055225103934014,0.021733864996840956,0.013609245169308589,0.05055376148877759,1.0,0.0001162799716431993,-0.015912947662445307,0.0033294718965008415,-0.00018535861204618437,0.024852573628967586,0.015282854695770025,0.008332151060519079,-0.01970810188696325,-0.01938440213352988,0.023594434293077924,-0.0028970187560829136,0.007290423018479243,-0.004777802844841962,0.024449572330173856,0.010220100766527077,-0.007304210166789683,0.0020267211200109604,,-0.005529685153756675
CML38_Stele,-0.001588152408591374,0.013721321162797619,-0.00535302842489143,-0.007829565568895826,-0.0005959717734193283,0.0001162799716431993,1.0,-0.006875565789134781,0.01422736970226212,-0.012458006080636233,0.026442383609561616,-0.02114119033715345,-3.1318100101879315e-05,-0.010465617883647117,-0.0035000050732573195,-0.005489589888975725,0.011460138531575676,0.009567325981831349,0.0024371304554518325,-0.010360742540164827,-0.0003566684811783911,-0.013874889924705145,-0.021498066469842647,,-0.011156168263248778
CML42_Stele,-0.0010086848084626886,0.00046741233790343186,-0.012428993561370344,-0.026291067171275793,-0.019964415090035773,-0.015912947662445307,-0.006875565789134781,1.0,-0.014570293370111816,0.04344601592039289,0.024681576200942874,0.008235290562885815,-0.012475620817957977,0.00426407253403112,0.07925039707558637,-0.01627337383945675,-0.016479547840278493,0.04129913945745765,0.005206072271366342,-0.00950495835218537,-0.008406356830226542,0.00877017742252249,0.015088860929863392,,-0.010234682919788605
CML24_Stele,-0.003088625841660848,-0.011775059450174333,0.002970692603781504,0.023398172456209003,0.037889012061318214,0.0033294718965008415,0.01422736970226212,-0.014570293370111816,1.0,-0.008392478248036843,-0.006259659141614924,0.0021077214559715855,0.022588098511440512,0.0020446635610993644,-0.007417004255100915,0.011021282194954365,0.007916975808162325,-0.018801031559873036,0.0019149940046817473,-0.015264614229108476,0.015156895279907821,-0.02446879336620472,-0.015199679013210572,,0.0039018658750418762
CaM7_Stele,0.004331170226006832,0.014455842556377621,0.0031117842767791983,0.007798527672114915,-0.007158532767621761,-0.00018535861204618437,-0.012458006080636233,0.04344601592039289,-0.008392478248036843,1.0,-0.0263033924844933,0.027904209117904845,-0.008624446717691534,-0.004853968458872842,0.01081913099709462,-0.003031150601725834,0.023547194144329413,0.0229636716089947,-0.009290134704067084,-0.022789444525721857,0.009462697168302241,-0.017759407521300643,-0.013620967404609186,,0.002839661929495222
