,CBL1,CBL9,CBL2,CIPK23,CIPK1,CIPK9,CML38,CML42,CML24,CaM7,CaM3,CDPK3,CDPK4,CAX3,NRT2.1,SOS1,ANNAT1,AKT1,AKT2,GORK,KAT1,KAT2,KC1,HSP22.0,TRAF-like
CBL1_Epidermal,1.0,-0.0038896395289870875,0.00958874323219078,0.007592553762097004,-0.008483246217786598,0.01967783419280795,0.0070884021521566325,-0.008883768030702845,0.0051025721808892486,-0.0031000253600610523,0.01092281561258385,0.008118558986153847,0.003428444652378715,0.005767003716778981,-0.007619317145567684,-1.777255152584511e-05,0.02357403744944889,0.007450024850986515,0.005829579448289263,0.008390963013971107,-0.005593384229386728,0.0017990435468862316,0.013828352673878346,0.025613120453814198,-0.004373359926739823
CBL9_Epidermal,-0.0038896395289870875,1.0,-0.0028281226099667665,0.00761142272814982,-0.005954130478403408,0.012097287783421907,0.004689949605514868,0.018694867936773947,-0.005704131412179877,-0.0022132021663638247,-0.009342512308817011,0.0041876354859045235,-0.011836091662122808,0.012017686736657119,0.028169926649458905,8.745655844370714e-05,0.007757310376450738,0.020821831340563392,0.011607375450168957,0.0007964936181910687,-0.012066976129859311,5.7907814958476835e-05,0.02254643754655729,-0.0018750102265184484,0.01088337495343231
CBL2_Epidermal,0.00958874323219078,-0.0028281226099667665,1.0,0.002053337203303825,0.013456113701097346,-0.0012718392067378103,-0.0006127519883602535,-0.005667515659450378,-0.0015687763500309515,-0.0061543968462472315,0.008714047542868636,0.006028234373060702,0.00695535745511735,-0.007293601664259387,-0.007289089873866453,0.010097357999264717,0.007689869080177147,0.00012266724826904125,0.0016273107949143055,-0.00803908904097214,0.0025134562981169984,0.0030721104360933176,0.0029194546809207765,-0.001993034256618742,-0.0008019251628500734
CIPK23_Epidermal,0.007592553762097004,0.00761142272814982,0.002053337203303825,1.0,0.004715221496447937,-0.004623250097082707,0.0012237089773841172,0.0147382580475823,-0.0010830216251304931,-0.0008693452068254883,0.009735909927875054,0.00017882137217635567,0.005471802748342118,0.008612131359356177,0.005458648161472878,0.03224804655184783,-0.005032766866802881,0.06100223881119414,-0.004979830407338637,0.0007165416095110627,-0.005503969540821792,-0.00018314137880001238,0.04019855739019709,0.0019463818136043764,-0.005987923228607126
CIPK1_Epidermal,-0.008483246217786598,-0.005954130478403408,0.013456113701097346,0.004715221496447937,1.0,0.023454154072039518,-0.0005081909123137095,-0.008430187138007266,0.00547550299764527,-0.005637838200130537,0.007365730923582636,-0.006708617043591714,0.000933863138283139,0.001686845000902413,0.008159668963414753,0.023932373272126103,0.002410164243960664,0.020996170911125503,0.01877929042682653,0.02899993264240989,-0.006602351166749462,-0.005031470258326695,0.005693085362694505,-0.0004971556806355964,-0.012324889396359742
CIPK9_Epidermal,0.01967783419280795,0.012097287783421907,-0.0012718392067378103,-0.004623250097082707,0.023454154072039518,1.0,0.002628746110358379,-0.009389406514189938,0.012709842743288808,-0.008319663377003149,-0.0168603985942251,0.0018039180569321938,0.013624523618206008,-0.007190991477060528,-0.0068639223209675925,0.007797489941676462,-0.015932861592087035,-0.028405273442704694,0.027592258567307123,-0.013050906244349814,0.018521973264184255,0.0015399136868039613,-0.02291178288908006,0.009192914406723951,-0.012670230364041012
CML38_Epidermal,0.0070884021521566325,0.004689949605514868,-0.0006127519883602535,0.0012237089773841172,-0.0005081909123137095,0.002628746110358379,1.0,0.010618635011825927,0.01326017815959263,-0.00387526628387823,0.02592418094006909,-0.0008916039969414368,0.008929279056046352,-0.0017310375288447793,0.011143514373520682,0.0063916574155036794,0.029868677359849473,0.011473360921266391,0.008244791967742625,0.0035555583780663845,-0.008862200984366195,0.015430299500442406,-0.007575169722039739,0.1255330745973021,-0.005025224704217072
CML42_Epidermal,-0.008883768030702845,0.018694867936773947,-0.005667515659450378,0.0147382580475823,-0.008430187138007266,-0.009389406514189938,0.010618635011825927,1.0,0.008322801843046517,0.015830416793187266,0.010214575256763149,0.00887585609953928,0.003145022037636849,0.0041719139372505,-0.004083958029691892,0.008581429861645834,0.02059520875712759,0.025780740280716283,0.010569810748713854,-0.0040969214868945,0.01909339410332179,0.03453905416143558,0.002605980996342329,-0.0011166645488830409,0.0009127428800476906
CML24_Epidermal,0.0051025721808892486,-0.005704131412179877,-0.0015687763500309515,-0.0010830216251304931,0.00547550299764527,0.012709842743288808,0.01326017815959263,0.008322801843046517,1.0,0.006633371459531051,0.018771418625396594,0.014294344337783604,0.01716111557982491,-0.005840506680476366,-0.001987548068442267,0.0016690706422428107,0.02122018466201556,-0.005954886885466086,0.006745264942015601,-0.01102412787853367,0.0020241043625837223,0.0028949804285443967,-0.011426761720119437,0.016555640667313822,0.010820842742476092
CaM7_Epidermal,-0.0031000253600610523,-0.0022132021663638247,-0.0061543968462472315,-0.0008693452068254883,-0.005637838200130537,-0.008319663377003149,-0.00387526628387823,0.015830416793187266,0.006633371459531051,1.0,0.029896100216049746,0.026367244495976702,0.014472714871435836,0.0008350287702115235,-0.008354582805979975,-0.0011296994734720485,0.04935860437278238,0.0021891454014898283,0.018166874935141006,0.007581290647646111,-0.00299826538490123,0.010096408780201412,-0.003151627797934245,0.006589418937207985,-0.008178614051116103
