,CBL1,CBL9,CBL2,CIPK23,CIPK1,CIPK9,CML38,CML42,CML24,CaM7,CaM3,CDPK3,CDPK4,CAX3,NRT2.1,SOS1,ANNAT1,AKT1,AKT2,GORK,KAT1,KAT2,KC1,HSP22.0,TRAF-like
CBL1_Meristematic,1.0,0.024808745347014195,-0.0012944299084505359,0.005977119346428014,0.014725065410429117,0.0183139006883706,0.03483870841989883,0.0017860919274516659,0.03879040424241939,0.009161297448102268,0.0028441520119942463,0.00638279420812765,0.0167879193213689,0.00025301182771073386,-0.0074987236798309195,-0.007881318469384582,0.04043822755929826,-0.012193333056212338,-0.021489205414568578,0.0030890626481658223,-0.03303850897074071,-0.005574156989758398,0.062026251651499026,,-0.014297676175708785
CBL9_Meristematic,0.024808745347014195,1.0,0.021187362153810098,0.0007191275780743726,0.04691091662541882,-0.020687026516481733,0.025344858001656114,-0.012762764297888848,0.03191316086570441,0.004765479229587557,-0.005398718709796998,-0.025621136793078068,0.020447409424174123,0.004030538690017149,-0.0066557125395069775,0.0164238757628276,0.0017227912383013402,0.0025478479766552725,-0.012127900782703108,0.03346296816308674,-0.00735551092337945,0.017097091107930004,0.021519296772359496,,-0.008072680061794651
CBL2_Meristematic,-0.0012944299084505359,0.021187362153810098,1.0,0.044388425244382954,0.02815716622020074,-0.003695566256451856,-0.006583069036312268,-0.0001475180547673668,0.023654401137834444,-0.00892271298480068,0.014952846151963033,-0.013204184568631646,-0.004679099800542574,0.004311150061339332,0.025352791917540553,0.002235662522215693,-0.006090654088906408,-0.015716023753570157,-0.0005358871637508362,-0.012509932564814202,0.006541521352425598,-0.01475763222054907,0.002031276086242049,,-0.015089910249474996
CIPK23_Meristematic,0.005977119346428014,0.0007191275780743726,0.044388425244382954,1.0,0.016802697757816332,0.031102332837291195,-0.03146073385400997,0.030316647821954316,0.05975796359159743,0.011261227636673725,0.023343308502165015,0.01980349051712189,0.012540545007468444,0.042073890527171906,0.004733429600797093,0.01970194806204123,-9.843128340458568e-05,0.0467226822152833,0.03938815788081095,0.009556771670436956,-0.010816053456820681,-0.025660834281382387,0.051621507256732604,,-0.01958885915533846
CIPK1_Meristematic,0.014725065410429117,0.04691091662541882,0.02815716622020074,0.016802697757816332,1.0,-0.0053492838527114455,-0.00316304755711133,0.011294212325465262,-0.02091209440798547,-2.658774623319772e-05,-0.0214242343850296,0.020890183152437885,0.017182840751361655,0.015294832462944044,-0.017970451054607525,0.007806397053726723,-0.0013959280280330018,0.028856887957259953,-0.010960401219931326,0.023568979316684988,0.010646277383382254,0.017595456330460592,0.04364336612452779,,0.006974803643038095
CIPK9_Meristematic,0.0183139006883706,-0.020687026516481733,-0.003695566256451856,0.031102332837291195,-0.0053492838527114455,1.0,-0.01614714936461989,-0.019607573799754766,-0.044705061715167416,-0.022448912769109746,0.018258655268311896,-0.002419585229316973,-0.009601668908573299,-0.014277727375707896,-0.016857676159370526,0.01577086951476254,-0.026732583389568097,0.01614459624486044,0.011921154765414782,-0.009614630851564525,0.002956770873433051,-0.00529965057509015,-0.015856165828910355,,-0.014726702332855005
CML38_Meristematic,0.03483870841989883,0.025344858001656114,-0.006583069036312268,-0.03146073385400997,-0.00316304755711133,-0.01614714936461989,1.0,0.0007409126095605874,0.09204277714420214,0.003852972762883128,0.035133600490226805,0.015593480546969922,0.013900486457756957,0.09633401079042062,-0.005769987107676226,0.05011389352135616,0.009743519233450022,-0.020880039894508352,-0.029493917910788855,0.010709393996581593,-0.007562754648218451,-0.003640798038993398,0.04659574343183439,,-0.011001526489829182
CML42_Meristematic,0.0017860919274516659,-0.012762764297888848,-0.0001475180547673668,0.030316647821954316,0.011294212325465262,-0.019607573799754766,0.0007409126095605874,1.0,-0.015038420850724247,-0.003526957760539378,-0.014696437129430424,0.02520054657412143,0.012010108625849045,-0.012130952935693773,-0.004294047388086817,0.046443632551361115,-0.009533074393278383,0.028046864159773706,0.021418529744219157,-0.0032391726636769452,-0.018528138222212547,0.002141488043703098,0.031495356720749434,,0.0033478824756557734
CML24_Meristematic,0.03879040424241939,0.03191316086570441,0.023654401137834444,0.05975796359159743,-0.02091209440798547,-0.044705061715167416,0.09204277714420214,-0.015038420850724247,1.0,0.055207626270769215,0.10674445491444891,0.012456848053374905,0.10516607427748953,0.1357679626918438,-0.0063086166545136164,0.0041696301478968785,0.048836250737051605,-0.03415609119270079,-0.015450667025233206,0.03537851899778528,-0.02871080694138156,0.010699694425900198,0.06935174600876852,,-0.018335544249259046
CaM7_Meristematic,0.009161297448102268,0.004765479229587557,-0.00892271298480068,0.011261227636673725,-2.658774623319772e-05,-0.022448912769109746,0.003852972762883128,-0.003526957760539378,0.055207626270769215,1.0,0.049832235258473266,0.06807983277796377,0.060486035145023966,0.02631491666526417,-0.009388139423925383,0.004591414342235748,0.08237079511168742,0.02490705341482423,0.015407270508469401,-0.014940174570158993,0.004161336208829896,-0.015803635116351633,0.018885344202478966,,-0.015286016066698407
